Date,Time,Open,High,Low,Close,Volume
20100107,06:00:00,0.89950,0.90010,0.89935,0.89965,20873400080
20100107,07:00:00,0.89965,0.90100,0.89955,0.90075,29882000010
20100107,08:00:00,0.90075,0.90105,0.89905,0.89965,38132899960
20100107,09:00:00,0.89965,0.90225,0.89915,0.90175,40866899960
20100107,10:00:00,0.90175,0.90260,0.90010,0.90195,45678199790
20100107,11:00:00,0.90195,0.90210,0.90050,0.90065,36656000070
20100107,12:00:00,0.90065,0.90145,0.90030,0.90115,44840099940
20100107,13:00:00,0.90115,0.90165,0.90040,0.90095,42008799910
20100107,14:00:00,0.90095,0.90125,0.89985,0.90015,41930100030
20100107,15:00:00,0.90015,0.90030,0.89900,0.90005,38115499940
20100107,16:00:00,0.90005,0.90030,0.89900,0.89935,40640699730
20100107,17:00:00,0.89940,0.90005,0.89815,0.89895,34028500080
20100107,18:00:00,0.89895,0.89965,0.89875,0.89945,32543790160
20100107,19:00:00,0.89945,0.89980,0.89840,0.89845,29548800130
20100107,20:00:00,0.89840,0.89880,0.89805,0.89810,19371100000
20100107,21:00:00,0.89810,0.89860,0.89795,0.89855,22978599900
20100107,22:00:00,0.89855,0.89865,0.89800,0.89845,17036700090
20100107,23:00:00,0.89850,0.89870,0.89780,0.89795,4960159950
20100108,00:00:00,0.89790,0.89830,0.89765,0.89805,3377100020
20100108,01:00:00,0.89805,0.89855,0.89800,0.89850,6637900030
20100108,02:00:00,0.89850,0.89850,0.89715,0.89765,17774699870
20100108,03:00:00,0.89765,0.89840,0.89755,0.89820,12968599970
20100108,04:00:00,0.89825,0.89880,0.89825,0.89860,18675100010
20100108,05:00:00,0.89860,0.89880,0.89755,0.89785,16099999940
20100108,06:00:00,0.89785,0.89830,0.89725,0.89765,17898000060
20100108,07:00:00,0.89765,0.89770,0.89680,0.89685,22731899990
20100108,08:00:00,0.89685,0.89810,0.89675,0.89805,30220500040
20100108,09:00:00,0.89805,0.89840,0.89630,0.89640,28053800030
20100108,10:00:00,0.89640,0.89705,0.89420,0.89465,35410999980
20100108,11:00:00,0.89465,0.89465,0.89310,0.89335,35154100000
20100108,12:00:00,0.89335,0.89380,0.89265,0.89290,29021600120
20100108,13:00:00,0.89290,0.89355,0.89225,0.89340,28734300080
20100108,14:00:00,0.89345,0.89400,0.89225,0.89395,31328799990
20100108,15:00:00,0.89395,0.89540,0.89205,0.89495,54223199890
20100108,16:00:00,0.89495,0.89585,0.89450,0.89545,62723400160
20100108,17:00:00,0.89545,0.89760,0.89440,0.89745,43918099780
20100108,18:00:00,0.89745,0.89785,0.89680,0.89755,35835300000
20100108,19:00:00,0.89760,0.89925,0.89750,0.89915,34140699950
20100108,20:00:00,0.89915,0.90075,0.89890,0.89990,37095900030
20100108,21:00:00,0.89990,0.90015,0.89865,0.89905,29089799930
20100108,22:00:00,0.89905,0.89940,0.89860,0.89930,8561599980
20100108,23:00:00,0.89930,0.89945,0.89880,0.89910,5204500070
20100111,00:00:00,0.89765,0.89845,0.89695,0.89720,2509400010
20100111,01:00:00,0.89725,0.89955,0.89715,0.89895,12704299980
20100111,02:00:00,0.89900,0.90070,0.89850,0.90070,18750999870
20100111,03:00:00,0.90070,0.90125,0.90050,0.90065,13315300030
20100111,04:00:00,0.90070,0.90145,0.90050,0.90145,11069500030
20100111,05:00:00,0.90145,0.90260,0.90125,0.90235,10977500050
20100111,06:00:00,0.90235,0.90245,0.90105,0.90120,8909299990
20100111,07:00:00,0.90120,0.90230,0.90100,0.90215,14279400090
20100111,08:00:00,0.90215,0.90235,0.90110,0.90130,17616600070
20100111,09:00:00,0.90130,0.90155,0.89890,0.89995,26166799870
20100111,10:00:00,0.89995,0.90050,0.89890,0.90025,31178000030
20100111,11:00:00,0.90025,0.90070,0.89915,0.89925,31109700110
20100111,12:00:00,0.89935,0.89955,0.89760,0.89850,39849999900
20100111,13:00:00,0.89845,0.89910,0.89780,0.89825,38279799990
20100111,14:00:00,0.89825,0.89840,0.89760,0.89835,21151199960
20100111,15:00:00,0.89835,0.89920,0.89815,0.89900,31078799860
20100111,16:00:00,0.89900,0.89985,0.89865,0.89985,39429900220
20100111,17:00:00,0.89985,0.90015,0.89895,0.89955,41810900100
20100111,18:00:00,0.89950,0.90045,0.89900,0.90020,32876799990
20100111,19:00:00,0.90020,0.90130,0.89985,0.90020,22639899990
20100111,20:00:00,0.90020,0.90195,0.90010,0.90155,17588800000
20100111,21:00:00,0.90155,0.90230,0.90135,0.90175,21711059730
20100111,22:00:00,0.90175,0.90190,0.90075,0.90145,14007220030
20100111,23:00:00,0.90145,0.90145,0.90020,0.90035,8821500020
20100112,00:00:00,0.90030,0.90105,0.89985,0.90050,2198219990
20100112,01:00:00,0.90045,0.90125,0.90015,0.90040,2406830000
20100112,02:00:00,0.90040,0.90090,0.89995,0.90060,10694500090
20100112,03:00:00,0.90060,0.90120,0.90015,0.90090,13560700090
20100112,04:00:00,0.90090,0.90090,0.89950,0.90030,20294600150
20100112,05:00:00,0.90030,0.90095,0.90000,0.90015,13770599990
20100112,06:00:00,0.90015,0.90040,0.90005,0.90015,9512999980
20100112,07:00:00,0.90015,0.90090,0.90000,0.90070,8949399990
20100112,08:00:00,0.90075,0.90075,0.89910,0.89950,18930799990
20100112,09:00:00,0.89950,0.90160,0.89950,0.90105,44669599820
20100112,10:00:00,0.90105,0.90275,0.89925,0.89945,45378600160
20100112,11:00:00,0.89940,0.89995,0.89770,0.89795,37058999990
20100112,12:00:00,0.89795,0.89850,0.89745,0.89825,40140199850
20100112,13:00:00,0.89825,0.89825,0.89670,0.89710,54268900000
20100112,14:00:00,0.89710,0.89750,0.89615,0.89730,41624200040
20100112,15:00:00,0.89730,0.89755,0.89650,0.89705,39446850170
20100112,16:00:00,0.89705,0.89835,0.89700,0.89790,51181250030
20100112,17:00:00,0.89795,0.89840,0.89715,0.89790,47757599800
20100112,18:00:00,0.89790,0.89840,0.89735,0.89745,30274600090
20100112,19:00:00,0.89745,0.89765,0.89675,0.89710,30866300000
20100112,20:00:00,0.89710,0.89720,0.89635,0.89640,23416300130
20100112,21:00:00,0.89645,0.89665,0.89580,0.89610,19884299990
20100112,22:00:00,0.89610,0.89665,0.89560,0.89620,21825800070
20100112,23:00:00,0.89615,0.89655,0.89580,0.89605,7146400030
20100113,00:00:00,0.89600,0.89670,0.89590,0.89625,1464100010
20100113,01:00:00,0.89620,0.89660,0.89590,0.89615,3017210030
20100113,02:00:00,0.89615,0.89645,0.89540,0.89570,15853799990
20100113,03:00:00,0.89570,0.89655,0.89540,0.89555,22267999960
20100113,04:00:00,0.89555,0.89635,0.89555,0.89600,11501099960
20100113,05:00:00,0.89605,0.89620,0.89545,0.89550,10868799940
20100113,06:00:00,0.89550,0.89585,0.89455,0.89495,14587399940
20100113,07:00:00,0.89495,0.89535,0.89480,0.89520,13205900030
20100113,08:00:00,0.89525,0.89535,0.89370,0.89430,19497600000
20100113,09:00:00,0.89430,0.89455,0.89290,0.89335,25520199900
20100113,10:00:00,0.89335,0.89360,0.89245,0.89320,40167600090
20100113,11:00:00,0.89320,0.89355,0.89145,0.89280,43968500140
20100113,12:00:00,0.89275,0.89390,0.89255,0.89380,33778399980
20100113,13:00:00,0.89380,0.89435,0.89285,0.89355,42452300000
20100113,14:00:00,0.89355,0.89505,0.89315,0.89480,36135299930
20100113,15:00:00,0.89480,0.89525,0.89400,0.89485,29704899890
20100113,16:00:00,0.89485,0.89510,0.89360,0.89385,49398800130
20100113,17:00:00,0.89385,0.89390,0.89155,0.89205,55910499780
20100113,18:00:00,0.89200,0.89205,0.88940,0.88960,41927599970
20100113,19:00:00,0.88965,0.89125,0.88935,0.89115,31511199950
20100113,20:00:00,0.89115,0.89115,0.89035,0.89055,26009399940
20100113,21:00:00,0.89060,0.89140,0.89020,0.89125,20733700060
20100113,22:00:00,0.89130,0.89140,0.89060,0.89070,11460399990
20100113,23:00:00,0.89070,0.89130,0.89065,0.89115,5240700010
20100114,00:00:00,0.89110,0.89155,0.89090,0.89120,2887360020
20100114,01:00:00,0.89120,0.89185,0.89090,0.89180,5104499980
20100114,02:00:00,0.89180,0.89200,0.89100,0.89130,13188870060
20100114,03:00:00,0.89130,0.89190,0.89125,0.89185,15402100050
20100114,04:00:00,0.89190,0.89215,0.89180,0.89205,13896199940
20100114,05:00:00,0.89205,0.89255,0.89185,0.89235,11349300070
20100114,06:00:00,0.89235,0.89240,0.89185,0.89225,10429299970
20100114,07:00:00,0.89225,0.89355,0.89220,0.89340,10143199940
20100114,08:00:00,0.89335,0.89345,0.89200,0.89270,19156100040
20100114,09:00:00,0.89270,0.89285,0.89155,0.89245,23678799990
20100114,10:00:00,0.89245,0.89245,0.89110,0.89125,30436099830
20100114,11:00:00,0.89125,0.89140,0.89045,0.89085,31395499940
20100114,12:00:00,0.89085,0.89135,0.89045,0.89090,30994899980
20100114,13:00:00,0.89090,0.89130,0.89040,0.89065,28765600100
20100114,14:00:00,0.89065,0.89120,0.89040,0.89095,30065400030
20100114,15:00:00,0.89095,0.89120,0.88905,0.88935,40879699990
20100114,16:00:00,0.88935,0.88940,0.88790,0.88830,50137199770
20100114,17:00:00,0.88830,0.88840,0.88685,0.88720,49458049900
20100114,18:00:00,0.88720,0.88795,0.88665,0.88710,44423899950
20100114,19:00:00,0.88720,0.88810,0.88685,0.88785,24923350150
20100114,20:00:00,0.88785,0.88835,0.88760,0.88815,25922599910
20100114,21:00:00,0.88810,0.88835,0.88760,0.88790,21832000010
20100114,22:00:00,0.88790,0.88820,0.88760,0.88805,12870300000
20100114,23:00:00,0.88805,0.88820,0.88720,0.88755,7586900030
20100115,00:00:00,0.88745,0.88800,0.88709,0.88730,2037400000
20100115,01:00:00,0.88730,0.88795,0.88714,0.88765,5429100000
20100115,02:00:00,0.88760,0.88790,0.88675,0.88675,10762720080
20100115,03:00:00,0.88675,0.88720,0.88540,0.88555,15490399980
20100115,04:00:00,0.88555,0.88595,0.88310,0.88425,21442799900
20100115,05:00:00,0.88420,0.88455,0.88345,0.88385,8362099970
20100115,06:00:00,0.88385,0.88415,0.88105,0.88250,11820700060
20100115,07:00:00,0.88255,0.88415,0.88185,0.88345,9269700040
20100115,08:00:00,0.88345,0.88380,0.88245,0.88250,13335099920
20100115,09:00:00,0.88250,0.88435,0.88205,0.88245,29144299900
20100115,10:00:00,0.88245,0.88265,0.88135,0.88230,39751100050
20100115,11:00:00,0.88230,0.88415,0.88220,0.88390,28109099980
20100115,12:00:00,0.88385,0.88435,0.88315,0.88320,32981900090
20100115,13:00:00,0.88315,0.88390,0.88265,0.88310,36449050000
20100115,14:00:00,0.88310,0.88330,0.88125,0.88170,37576899970
20100115,15:00:00,0.88170,0.88245,0.88090,0.88240,29579000010
20100115,16:00:00,0.88240,0.88335,0.88135,0.88290,34996600060
20100115,17:00:00,0.88290,0.88395,0.88230,0.88390,46809699870
20100115,18:00:00,0.88385,0.88715,0.88350,0.88520,40725899970
20100115,19:00:00,0.88520,0.88575,0.88460,0.88520,24101500020
20100115,20:00:00,0.88515,0.88525,0.88405,0.88420,20580199960
20100115,21:00:00,0.88420,0.88425,0.88265,0.88295,17736600000
20100115,22:00:00,0.88295,0.88450,0.88275,0.88430,7039400010
20100115,23:00:00,0.88430,0.88475,0.88395,0.88425,4524500000
20100118,00:00:00,0.88260,0.88270,0.88150,0.88175,2569399990
20100118,01:00:00,0.88175,0.88275,0.88175,0.88200,4479499990
20100118,02:00:00,0.88200,0.88265,0.88170,0.88205,10812999970
20100118,03:00:00,0.88205,0.88255,0.88125,0.88135,13216000080
20100118,04:00:00,0.88135,0.88165,0.88130,0.88155,10195500020
20100118,05:00:00,0.88155,0.88165,0.88025,0.88085,10014900010
20100118,06:00:00,0.88085,0.88135,0.88055,0.88130,13323299980
20100118,07:00:00,0.88130,0.88210,0.88075,0.88145,15616800020
20100118,08:00:00,0.88145,0.88325,0.88095,0.88215,18572500100
20100118,09:00:00,0.88215,0.88260,0.88060,0.88105,26954700000
20100118,10:00:00,0.88100,0.88120,0.87875,0.87905,32737999930
20100118,11:00:00,0.87910,0.88030,0.87870,0.87955,37972000140
20100118,12:00:00,0.87955,0.87990,0.87815,0.87895,31818100100
20100118,13:00:00,0.87895,0.88035,0.87895,0.88035,29876100020
20100118,14:00:00,0.88030,0.88035,0.87915,0.87985,18411299920
20100118,15:00:00,0.87985,0.88170,0.87930,0.88165,21182000140
20100118,16:00:00,0.88165,0.88215,0.88075,0.88160,24769599860
20100118,17:00:00,0.88165,0.88190,0.88040,0.88045,23210400060
20100118,18:00:00,0.88050,0.88150,0.87990,0.88135,19609499950
20100118,19:00:00,0.88135,0.88170,0.88050,0.88145,18608900030
20100118,20:00:00,0.88145,0.88160,0.88075,0.88110,9097399930
20100118,21:00:00,0.88110,0.88135,0.88065,0.88120,6221400040
20100118,22:00:00,0.88115,0.88120,0.88020,0.88040,3562200000
20100118,23:00:00,0.88030,0.88145,0.87990,0.88000,4896400010
20100119,00:00:00,0.88000,0.88065,0.87960,0.88000,2344799990
20100119,01:00:00,0.88000,0.88095,0.87990,0.88080,7754540060
20100119,02:00:00,0.88075,0.88090,0.87720,0.87755,19384720050
20100119,03:00:00,0.87755,0.87770,0.87695,0.87715,14401800010
20100119,04:00:00,0.87715,0.87720,0.87665,0.87705,13125599940
20100119,05:00:00,0.87705,0.87720,0.87660,0.87690,14813200070
20100119,06:00:00,0.87695,0.87770,0.87685,0.87730,11811799920
20100119,07:00:00,0.87730,0.87745,0.87680,0.87725,14151000130
20100119,08:00:00,0.87725,0.87765,0.87645,0.87650,21552449910
20100119,09:00:00,0.87645,0.87785,0.87615,0.87720,26862850080
20100119,10:00:00,0.87720,0.87850,0.87665,0.87850,34803119950
20100119,11:00:00,0.87855,0.87875,0.87365,0.87440,41474700150
20100119,12:00:00,0.87435,0.87450,0.87300,0.87350,43072800030
20100119,13:00:00,0.87350,0.87520,0.87340,0.87510,48857549900
20100119,14:00:00,0.87510,0.87590,0.87365,0.87375,43155899810
20100119,15:00:00,0.87375,0.87465,0.87375,0.87405,25888499910
20100119,16:00:00,0.87405,0.87430,0.87285,0.87305,44962299960
20100119,17:00:00,0.87305,0.87320,0.87200,0.87235,40281950000
20100119,18:00:00,0.87235,0.87285,0.87120,0.87155,33105400170
20100119,19:00:00,0.87160,0.87275,0.87135,0.87270,15171699920
20100119,20:00:00,0.87275,0.87285,0.87155,0.87235,15835299970
20100119,21:00:00,0.87235,0.87385,0.87235,0.87340,12601299980
20100119,22:00:00,0.87340,0.87365,0.87295,0.87300,10251699970
20100119,23:00:00,0.87300,0.87350,0.87290,0.87305,6946300080
20100120,00:00:00,0.87305,0.87330,0.87295,0.87305,4824700020
20100120,01:00:00,0.87300,0.87330,0.87255,0.87290,11002399960
20100120,02:00:00,0.87285,0.87320,0.87260,0.87270,15898900030
20100120,03:00:00,0.87285,0.87290,0.86930,0.87065,26716499950
20100120,04:00:00,0.87065,0.87115,0.87005,0.87095,23528799970
20100120,05:00:00,0.87095,0.87115,0.87010,0.87095,19669999900
20100120,06:00:00,0.87090,0.87145,0.87085,0.87105,12627000040
20100120,07:00:00,0.87105,0.87150,0.86985,0.87075,22333199980
20100120,08:00:00,0.87080,0.87120,0.86970,0.87050,22551899920
20100120,09:00:00,0.87050,0.87255,0.87015,0.87235,44085800210
20100120,10:00:00,0.87240,0.87270,0.87145,0.87215,46805699950
20100120,11:00:00,0.87215,0.87320,0.86975,0.87015,43761200140
20100120,12:00:00,0.87015,0.87175,0.87015,0.87110,44812400120
20100120,13:00:00,0.87115,0.87140,0.86895,0.86925,50885999880
20100120,14:00:00,0.86925,0.87025,0.86870,0.86950,46164700060
20100120,15:00:00,0.86950,0.86960,0.86860,0.86905,52423700150
20100120,16:00:00,0.86905,0.86925,0.86685,0.86725,42802399920
20100120,17:00:00,0.86720,0.86765,0.86585,0.86715,41785800060
20100120,18:00:00,0.86715,0.86735,0.86505,0.86535,63159600030
20100120,19:00:00,0.86535,0.86710,0.86505,0.86700,36280999900
20100120,20:00:00,0.86705,0.86705,0.86620,0.86625,26038500030
20100120,21:00:00,0.86625,0.86665,0.86560,0.86595,33134029880
20100120,22:00:00,0.86590,0.86615,0.86555,0.86585,9996199960
20100120,23:00:00,0.86585,0.86600,0.86540,0.86575,5504800000
20100121,00:00:00,0.86570,0.86580,0.86535,0.86560,3408200010
20100121,01:00:00,0.86555,0.86595,0.86550,0.86555,6051300040
20100121,02:00:00,0.86560,0.86720,0.86550,0.86680,11209199880
20100121,03:00:00,0.86680,0.86730,0.86605,0.86700,16801200020
20100121,04:00:00,0.86700,0.86725,0.86535,0.86625,19701100050
20100121,05:00:00,0.86625,0.86655,0.86540,0.86635,16522700040
20100121,06:00:00,0.86635,0.86690,0.86615,0.86635,12309500050
20100121,07:00:00,0.86635,0.86685,0.86610,0.86645,14384499870
20100121,08:00:00,0.86645,0.86670,0.86575,0.86630,21454900050
20100121,09:00:00,0.86630,0.86810,0.86625,0.86800,40331799960
20100121,10:00:00,0.86805,0.86995,0.86770,0.86980,40597799970
20100121,11:00:00,0.86980,0.87045,0.86815,0.87030,42054600040
20100121,12:00:00,0.87030,0.87040,0.86910,0.86990,36763600160
20100121,13:00:00,0.86990,0.87105,0.86980,0.87060,38118700070
20100121,14:00:00,0.87065,0.87090,0.86975,0.86980,32257299900
20100121,15:00:00,0.86980,0.87060,0.86910,0.87010,33632300190
20100121,16:00:00,0.87010,0.87075,0.86880,0.86910,41991400160
20100121,17:00:00,0.86925,0.86940,0.86725,0.86880,50440199980
20100121,18:00:00,0.86885,0.87170,0.86870,0.87000,43554200150
20100121,19:00:00,0.87000,0.87115,0.86915,0.86975,41956700180
20100121,20:00:00,0.86975,0.87090,0.86950,0.87010,29805600140
20100121,21:00:00,0.87015,0.87015,0.86900,0.87000,36186800020
20100121,22:00:00,0.87000,0.87030,0.86955,0.87000,16773099990
20100121,23:00:00,0.87005,0.87005,0.86945,0.86950,6554599960
20100122,00:00:00,0.86950,0.87015,0.86925,0.86950,4105350010
20100122,01:00:00,0.86950,0.87055,0.86920,0.87020,9853099970
20100122,02:00:00,0.87020,0.87095,0.86970,0.87095,14511799920
20100122,03:00:00,0.87095,0.87170,0.87075,0.87145,16921699960
20100122,04:00:00,0.87145,0.87185,0.87125,0.87185,14879299860
20100122,05:00:00,0.87185,0.87185,0.87080,0.87085,14166400030
20100122,06:00:00,0.87090,0.87130,0.87060,0.87110,13441100020
20100122,07:00:00,0.87110,0.87160,0.87055,0.87125,12763099990
20100122,08:00:00,0.87125,0.87155,0.87000,0.87030,17999000020
20100122,09:00:00,0.87030,0.87100,0.86890,0.87070,32222399990
20100122,10:00:00,0.87070,0.87080,0.86855,0.86925,32041799750
20100122,11:00:00,0.86925,0.87370,0.86915,0.87285,39368400250
20100122,12:00:00,0.87280,0.87300,0.87020,0.87060,30785900000
20100122,13:00:00,0.87060,0.87270,0.87030,0.87225,34734099920
20100122,14:00:00,0.87230,0.87715,0.87190,0.87615,33830499970
20100122,15:00:00,0.87615,0.87695,0.87560,0.87600,29710899920
20100122,16:00:00,0.87605,0.87740,0.87570,0.87670,35448400010
20100122,17:00:00,0.87670,0.87715,0.87585,0.87610,37351500270
20100122,18:00:00,0.87610,0.87850,0.87610,0.87800,47435799950
20100122,19:00:00,0.87805,0.87840,0.87730,0.87730,26559499900
20100122,20:00:00,0.87730,0.87845,0.87700,0.87715,26559500040
20100122,21:00:00,0.87715,0.87725,0.87645,0.87705,21498899950
20100122,22:00:00,0.87705,0.87850,0.87670,0.87755,15741499960
20100122,23:00:00,0.87750,0.87790,0.87655,0.87725,5913400020
20100125,00:00:00,0.87908,0.87908,0.87845,0.87850,1776599980
20100125,01:00:00,0.87850,0.87865,0.87760,0.87815,8090699950
20100125,02:00:00,0.87815,0.87845,0.87780,0.87815,12769499920
20100125,03:00:00,0.87815,0.87920,0.87735,0.87890,14396899960
20100125,04:00:00,0.87890,0.87940,0.87855,0.87860,14619000060
20100125,05:00:00,0.87860,0.87920,0.87825,0.87900,12526199970
20100125,06:00:00,0.87900,0.87940,0.87865,0.87920,10323799970
20100125,07:00:00,0.87920,0.87925,0.87840,0.87885,9690399980
20100125,08:00:00,0.87885,0.87885,0.87735,0.87770,13798899990
20100125,09:00:00,0.87770,0.87785,0.87650,0.87675,24741200090
20100125,10:00:00,0.87680,0.87680,0.87545,0.87565,27210299980
20100125,11:00:00,0.87565,0.87600,0.87500,0.87560,23410999990
20100125,12:00:00,0.87555,0.87770,0.87545,0.87750,28160900040
20100125,13:00:00,0.87750,0.87795,0.87725,0.87765,20361100060
